sentiment,processed_reviews
negative,saw film dvd last night decided check reviews morning seems robot polarized critical viewing community imdb given rise lot insults namecalling tooi find somewhat surprising film great even good neither terrible even really bad film really isdepressing depressing us filmgoer population ready lap insipid clichéd reheats acclaim spectacular new works film retread written plot line uneasy mix asimov modernday uberaction smiths character smartmouthed cynic backbone titanium special effects borrowed matrix othersi robot sadly quite possibly perfect action movie todays audience superficial plot insipidly snappy dialog lots lots adrenaline smith mediocre already knew seems hollywoods latest unsuccessful attempt create black bruce willis story lots holes sizes think people drawn film criticallyminded enough notice perhaps blockbuster todays standards bmovie compared true winners
positive,fine example interesting film made without using big stars big effects tell true story struggles two african american women turbulent centurythis movie challenges us look personal prejudices see people people white black etcgood movie good message
positive,bought complete season surface watched days captured plot theories basically everything show actor plays miles great miles sister mother father acted like real life family would could connect many levels fascinatingi find animals wonderful almost connect parent child would something creature sort nature truly existsam sadden surface second season least four shows many questions need answered hopefully maybe create maybe booklove show much watched surface like scifi need watch
negative,must one worst movies ever seeni disagree another commenter said special effects okay found pretty bad realistic fake distracted actual storymaybe distraction reason fully understand story archaeologists looking set bother tell set special also makes unclear search california intro movie takes place ancient egyptif shooting movie takes place desert take effort actually go desert beginning ancient ceremony looks like shot inside studio instead desertthe actionlevel constant throughout movie ups downs climax made movie look short certainly pro particular movie
positive,liam neeson portrays scottish legend robert roy macgregor early century true actor captivates audience charisma roles jessica lange excellent wife mary mary beautiful woman love makes rob roy legend passion makes love undying need tim roth evil cunningham perfect one way another upon watching movie find cunningham disgusting scotland scenery beautiful environment conditions times depicted quite well like history romance passion love enjoy rob roy violence blood unavoidable telling story told gratuitous violence listen carefully used scottish accent one important point makes movie good one actor actress glamorized get dirty actually look unattractive various scenes skill actors attracts rely marquee names popularity sex symbol appeal something special
positive,watch movie get excited seen bed scenes miss world beautiful charming body cute lady bed scenes show fully nude body think male hard resisti think time cute girls like hrishita bhatt also nude scenes least one wants c nude body ugly women like seema biswas c bandit queeni concur mallickab said movie portrayed way appears kind vilification original content emotions conveyed properly guess couple notsogood performances also contributed mediocrity view tabu would much better choice role instead aishwarya rai scenes looks bit lusty ultimately movie portrayed also noticed bit overacting scenes bitter critic aishwarya rai help sorry raincoat good movie rituparno ghosh saw choker bali seeing raincoat impressed
negative,shown twice short time sweden tired bad acting enough story boring effects hardly exists love original recommend go rent one instead one bore
negative,seen carlo lizzanis documentary luchino visconti bound higher expectations watching film made three years later adam low viewer like get dissatisfied faced need critical opinion generally like giving due fact documentaries satisfy every viewer also documentaries examine theme totally read reviews already written title also felt bit confused people sometimes know criticize therefore clear ill divide film two major parts differ considerably former one visconti directors career latter one visconti director aristocratic background hobbies wealth young luchino experienced enjoyed clearly presented effort horse racing mentioned well relation mother much disturbed parents divorce also get accurate idea luchino brought real count milano riches galore nannies cooks access everything true aristocracy instance fathers splendid villa grazzano marvelous villas prove also emphasis viscontis crucial visit paris met eminent people left wingers later impact style message art clearly explains idea communist aristocratic upbringing contrast first sight however part directors career started ossessione wwii ended innocente directors death poorly executed movies discussed well people really something say franco zeffirelli director remembers works la terra trema right also interviews franco rosi later movies like il gattopardo la caduta dei rei la morte venezia ludwig mostly discussed helmut berger although liked actor role ludwig like interviews moreover thoughts reveals accurate entail documentary mention significant works visconti like conversation piece interviews eminent cast burt lancaster mention silvana mangano romy schneider also made one footage interview maria callas appears interesting short bit franco zeffirelli though appreciate director makes fun rather says something really precious instance mentions event visconti separated years service therefore say simplified unsatisfactory find strong point footage interviews visconti result may get opinion works instance much appreciate words says death regarding normal chapter life natural birth also discusses health problems stroke filming ludwigi believe better see luchino visconti carlo lizzani doc although shorter condensed whole get better idea director visconti would furious fury usually turned peoples emotions viewpoints stone
negative,time precious film must learn ignore critics rave small films like fargo complete waste timethe theater packed everyone left reaction film critics raving piece crapthe hook film upwardly mobile black daughter seeking finding white trash family get itthe acting superbthe production lighting sets editing sound steps minutes story characters shallow unintelligent insulted fact people could figure blatantly obvious audience audience murmuring movie screen characters say nexti fun laundry
negative,worst movie ever made ever words say truly point plot anything sheer crap know everyone movie shoot shelves watching love vampire flicks mysteries alternate abstract outside box films non mean crap even tell film cuz still know wasted hour ahalf life watching bottom line think maker film wants everyone drugs thing got film please watch mean sultry sensual vampire flick even expected nudity would get vamp flick anyway back point movie blows go set fire instead
negative,savage island lame movie like home video shot minimal lighting horrid acting storyline script wretched know movie made seen lot flicks time ones really hate movies make angry one made blood boil situations inane best made movie like would short really backwood idjits would picturedont fooled cover dvd avid watcher bad cinema movie virtually unwatchable mind movies shot dv going make movie enjoyable tired retread superior horror films sans wrong turni recommend waste disk come across one rental store pass bymovies make truly angry get automatic
positive,say favorite movie time seen well times actually buy new copy result overwatching eighties like romantic story morals thrown highly recommend anyone wanting relive high schools days buy copy classic
positive,saw legacy theater joseph smith memorial building salt lake city morning going assume ones level enjoyment movie largely based ones level acceptance josephs storyhowever aside well made well acted nice score get salt lake city must see legacy theater never nicer theater far picture quality sound quality ambiance entire lifei wonder church would let watch batman begins lds regard joseph prophet touched several places brought tears quite timeswhich presume expected since handed tissues movie started anyway told film available several lds visitor centers around globe minutes check whether believe joseph smith tells fascinating story
negative,adenoid hynkel lowly soldier world war one rises subsequent years become ruthless dictator toumania creates aggressive antisemitic war machine cultivates little toothbrush moustache sound like anyone knowfrom safety hollywood chaplin uses soapbox exhort europe take arms defy hitler mussolini given united states year neutrality ahead strong desire embroil europes civil strife remember hitler declared war usa way round surprising chaplin allowed distribute immoderate polemicthe story involves one hand vulgar repellant hynkel reign terror ineptly presides life jewish ghetto every single person friendly humane brave etc etc chaplin hynkel also plays jewish barber little hero ghetto tramp name needless say chaplin writes directs stars composes music cateringin full truth yet known third reich chaplin forgiven something less perfect historical foresight even standards day gets hitler badly wrong comedian sentimentalist chaplin tries ridicule hitler making hynkel silly hapless humanise hynkel notverywarlike soldier fools around big gun upsidedown aeroplane becomes endearing rather despicable dictator inspects subordinates technical innovations work parachute hat bulletproof uniform etc passages meant make us think reallife nazis incompetent swept aside fact hynkels regime made cute likeable bumbling bodgeryin truth chaplins day already passed made illconsidered polemic heart still dinosaur silent screen check humour gags like staggering street semiconscious pantomime coins puddings hero schultz meant represent yardstick european decency hynkel judged schultz looks like character operetta nazi way believable schultz figure existed would say fuehrers face doomed failure built upon stupid ruthless persecution innocent people schultz come cellars jewish ghetto object exhaustive manhunt persist wearing ruritanian uniform chaplin yet know full horrors auschwitzbirkenau treblinka nazi concentration camp offers us hopelessly kilter grim spirit age usual chaplin thinks terms silent comedy setpieces loosely pegged onto narrative clothes line knockabout scrapping stormtroopers shaving man accompaniment brahms globe ballet watch segment filmed reversepaulette goddard unremittingly perfect hannah people ghetto impossibly nice jewish osterlich ridiculously idyllic hannah quite literally good true brave defiant resourceful hardworking course beautiful canary judaism ghetto cage gee cute asks barber gives makeover cute far answer come close ringing true chaplin made caricature would wonderful speech chaplin puts mouth typical author wordy emotionally cloyingjack oakie great napaloni fascist dictator bacteria brings whiff muchneeded comic brio proceedings films underlying weakness remains napaloni silly ineffective fear anyway stuttering stopstart backprojected train fine chaplinesque example gag persisted far beyond comic worthand jewish barber acquire immaculate hynkel uniform
negative,milo yet another answer question nobody ever askeddo really need slashersi one think already enoughi guess professional tall guys overcharged one deal murderous kid also zombie ghost feels like ita long time agohe drowned bother still kills peoplefriday thatone dayhis survivors big reunion surprise twistmilo comes pay visitthrough really bad shots show everything except murders cast thinned till final girl left find milos dulli mean dark secretshe friends dying knowonce discoveredmilo goes yet another murderous rampageisnt bedtime yet girlwell screams lotthe acting even bottom barrelthe barrel refuses associated itmilo one creepy bastard time time give thatbut movies saved without great script gratuitous nudity
positive,one best horror suspense films hollywood made years maybe even decadeseven though opinion movie predictable parts everything good film genre chill thrills yes lot gore house wax sure delivers parts sort farfetchedthe acting greatbut overhaul rating house wax eight tenif enjoy edge seats right movie youi admitit sort neat seeing whole town made wax enjoy museums seeing film look whole new different way
negative,never saw original movie seriesi hope much better movie sequel made two terrible sequels even justified movie really good lead advertising shown one old independent stations thing past anyways looked like would pretty good scary movie however movie would make walt disney movies look dark really movie bunch light fluff virtually boggy creek creature seen real sighting near end see shape heavy rainstorm virtually sign creature really disappointing kid story basically old evil hunters must kill anything see boggy creek creature kids help random hairy guy woods likes pull random boats water really worth watching would however like see original granted maker would make also bad boggy creature also made good slasher movie town dreaded sundown
positive,created originally named mortimer walt disney changed name wife convinced mickey mouse become staple disney brand always thought cartoon first ever cartoon feature mickey fact third matter six minute animated short enjoyable story sees mickey piloting steamboat captain pete takes bridge stopping pick cargo minnie mouse missing boat lifted drops music sheets goat eats mickey helps crank tail play tune getting animals percussion pete comes along stop making mickey peel potatoes mickey mouse number greatest pop culture icons number greatest cartoons good
positive,highly regarded release since rather neglected immense importance history performing arts classic use embedded plots one favourite films soundtrack rereleased
negative,perfect murder foiled wifeplayed mary ellen trainor wife director robert zemeckis helmed episode murders husband poker misfortune receiving visitor move body outsidean escaped insane madman dressed santa claus suitplayed deviously hideous larry drake fends life trying find way hiding husbands corpse decides use ax downs santa killer misses several chances chop womans head frame killer husbands murder santa killer locks closet pursues womans daughter tries desperate free save childthis episode tales crypt recycles tired material involving old santa kills theme also adding oftusedadd nauseumwomanmurdersherhusbandforamanshesbeencheatingwith routine essentially trainor trying find way avoid caught dead body kills also keeping safe distance maniac nothing refreshing new plot pretty much goes motions one shows highlights
negative,imdb plot summary way describes essence film read prepared catapulted back prison pew back familys church years old listening preacher drone gods think getting back home legoit starts well intentioned building intrigue planting real surreal clues rennys cut thumb heal fast moment slowly morphs christian jamboree sacrificing plot completely wash evangelisticinduced babble believe counted use word pray times five minute span near end tried twist context word synonym prey sadly little mind game mine made film least bearable last minutes plus made laugh whenever character would say prayer preyer became totally zany indeed even catholic wife sunk chair boredom almost point ending floorfor salivating christians ranked film stars suggest sticking theologyreinforcing safety standards like circle square ten commandments anything narnia jesus christ superstar like stay away cerebrally challenging subject matter films jesus camp god would jesus buy soontobe released religulousmaybe robert whitlows book better
positive,tess storm country possibly best movie mary pickfords films two hours quite long silent film yet continues hold interest years filmed mary gives one finest performances times role seems like greatest hits performance bits mary innocent mary little devil mary little mother mary spitfire mary romantic heroine etc characteristics often used throughout single film past movie surprisingly frank one supporting characters illegitimate child one point little mary thought unwed mother question academy awards around doubt best actress oscar year would marys
negative,first saw movie years old mom bought local kmart sale vhs thought would nice christmas movie brothers watch movie however scared hell may asking could movie santa clause scare anyone plot movie revolves around satan sending one minions pitch earth attempt kill santa ruin christmas right satan sends demon hell kill santa clause pitch stalks santa throughout christmas eve attempt trap earth sun rises christmas day santa make back home space turns powder get wrong movie funny fairly entertaining however image demons devils dancing depths hell occurs beginning movie downright creepy
negative,although snippets part documentary hinting necessity recreational drug law reform welldeveloped contrast many snippets feel drugs happen currently illegal scourge imaginable solution incarceration even guilty even mere possession drugsalthough program whole leaves viewer impression drug war largely futile exercise waste money deserves praise almost nothing documentary addresses real problems total war merely possess illegal drugs obviously causes contributes tovery real problems drug warriors would tell asked think drug war designed solve example many minutes spent surge violence associated rising popularity crack cocaine point program even hint laws designed suppress crack cocaine make impossible drug sellers enforce contracts business arrangements courts law forcing resort violence stay business instead seeing laws important violence drugs seem take brunt blame inexplicably alcohol prohibition violence ensued subsequent reversal prohibition totally ignored programthis program help perpetuate ridiculous stereotypes drug users primary force driving expensive problematic drug war possibility incorporating drugs alcohol happy successful life really touched use drug excess probably going personal problems users drugs excess like alcohol users alcoholicsif want point view someone believes adults moral right incarcerated lives ruined criminal justice system using drugs government mostly arbitrary political reasons rather reasons based sound social policy legitimate science decided totally prohibit whose users decided notsometaphorically wage war forget none hereon hand hardly category antidrug propaganda mostly interesting neutrallypresented history drugs century united states like marijuana lsd heroin cocaine mdma oxycontin significant element various peoples points view regard drug laws thoughtful wellinformed slanted favor drug warrior mentality especially respect drugs marijuana criminal justice system along often harsh liferuining penalties obviously answer appropriate answer every single social problem unfortunately epidemic nation asyet unnamed disease whose primary symptoms lack imagination respect social policy comes certain drugs lack compassion fellow humans prejudice people use drugs governmentallyapproved perhaps vested interest growth prisonpolicing industry horrid apathy regard human dignity morally wrong kidnap incarcerate people unless damn good reason mere possession arbitrarily selected group drugs clearly reason really primary issue comes drugs yet program ignores itso sum parts program neutrally present history without feeding stereotypes drug users heart drug war mentality pretty good interesting entertaining comes presenting rational nonradical point view regard drug policy giving viewer examples people drug problems also many people successfully incorporate drugs happy successful lives pretty disappointing
positive,considering film released years born feel bad overlooking long time back january though attended second annual quentin tarantino film fest held austintexas particular theme films night neglected crime films boy right gravy trainor dion brothers appeared print absolute gem wonderful performances quirky characters smart plot hilarious comedy around great time rarely see crime film entertaining fresh margot kidder one earliest film appearances extremely sexy well hope cable network gets hold film allows many see meantime go indie video store hope
positive,movie actually romantic drama based three sisters desires become famous girl group endeavors oldest sister meets drug dealer street hustler called satin sister goes believes big time give everything ever thought wanted life though could accused killing really kills spirit live becomes drug addict ultimately dies overdose story street life italian mobster tries buy stix threatens love overcome even worst tragedies life portrayed song style character life times young women trying discovered back
negative,first realize rating supposed reserved worst worst movie gets one reviewer points bad selfaware overthetop sort way might allow comic cult value simply misses mark every count contains possible spoilers dialog completely disingenuous continuity deliberate painful daniel finishes speaking lost love final word flamenco dancers start mockshock name see even remember characters name let alone name forgettable actress husband baldwin first tells friend bad guy car motorcycle chases right things vegetable carts gone flying cars crashing motorcycles going stairs people nearly hit remarkably one oh right except one guy stabbed several times obviously stumbling along curb knife wounds approaching car apparently notice hmmm becoming remarkable movies like made much pressure film industry make money would think someone hollywood would think making good films worth seeing novel idea suggestion see film rent dvd watch cable lots things could leave feeling satisfied
negative,picture scene bunch scriptwriters sit around table one says let us black woman approach unsuspecting member public also black street ask black walk away writers fall laughing hysterically one suggests repeat every episode laughter think premise funny show contains many types situation enjoy show rest use zapper find something entertaining like watching paint dry written glowing reports show either get forced watch television comedies really funny another example humor show girl tries get paying supermarket checkout trying hypnotise cashier marginally funny first time repeat different shows different cashiers could give examples might treated spoilers divulging comedy funny
positive,year saw fewer filmed productions h g wells great novel war worlds perhaps least wellknown probably best version wotw ever attempted present story much wells wrote also create atmosphere time supposed take place last year century using wells original setting near woking englandimdb seems unfriendly regard spoilers might apply films ending might actually surprise regard one famous novels world seems positively silly sympathy people neglected read one seminal works english literature let us get right chase aliens destroyed catching earth disease immunity spoiler book films including classic ought know endsthis film follows wells plot main also cleverly presented  way might put many viewers due ignorance late early century photography although filmed widescreen aspect film goes lengths give impression contemporaneity general coloration skin clothes display sepia tint often found old photographs rather black colors often reminiscent handtinting times colors washed variations typical early films use standardized celluloid stock therefore presented good many changes print quality even going blackwhite sepiawhite bluewhite reddishwhite  see occasion special effects deliberately retrograde sort seen even late  yet martians machines much wells described nearly realistic feel effects really awkward  destruction big ben acting often style period aspects victorian dress may appear odd particularly use pomade brilliantine head facial hairthis film one follows closeness wells original narrative  noted viewers may find informative note plot details appear occasionally retained versions story wells description martians  giant head mounted numerous tentacles  effectively portrayed martian machines appear hour film give good impression wells described wells film excellent job portraying progress martians limited perspective primarily rural england  plus scenes london involving narrators brother director unable resist showing destruction major landmark big ben least dwell unduly devastation londonthe victory martians hardly surprise despite destruction cannon machines narrator traveling seek escape sees much wells terms rout mankind encounters curate endowed victorian affliction much precious nervous personality eventually find edge martian nest discover awful fact martians shown vampires consume prey alive effective scene wells adds eating set prolonged cheerful hooting narrator finally obliged beat senseless increasingly hysterical curate  revives martians drag larder cheers gallery british curates often utterly insufferablethis film lasts almost hours going wells story welcome detail time author got due  compelling presentation builds dramatic impact word acting expect awardwinning performances bad however actors earnest grow however abbreviated film careers often film narrator played hunky anthony piana film curate john kaufman  also film actor experience directing brother henderson played conviction w bernard bauman first film artilleryman sizable part played james lathrop first filmthis overall splendid film portraying first time war worlds wells wrote despite slight defects far away better hypedup competitors want see h g wells war worlds  wholly distorted version  see film
positive,elements make best point say christine mcintire shemps scene poisoned reaction truly magnificent imagine one poster suggested christine trying hold back laughter scene actually made seem even deliciously evil smiling shemps possibly dyinganother character helps stand goon look great cross horrific comedic goofball hardly character would choose meet dark alley matter anywhere would preferred bit true whodunit mystery hey short good going complain
negative,okay stupidthey say making another nightmare filmthat last oneand dothey go making another onenot next one badbut play us anyway movie made sense whatso everit extremelly dullthe characters highly one dimensionalfreddy another jokerwhich stupid good seriesthe plot veryvery badand even worse part get movieits stupid tale dpointlessid say hated film much still rmember parts like basically whole filmthis different prequelsit triesand triesbut one tried hardestand got slapped back faceagain hadly death scenesalthough differentthey sucked bigtime gone fardidnt see made biggest mistakes parts yet make thisits bout moneydo see sad excuse nightmare seriesi gave nightmare elm street six good points movie potential plotbad points film terrible actinglack deathstoo funny classified horrorvery confusing
positive,everyone name may sound weird nothing else way seen anything like crazy course good thing humorously interesting movie absolute time favourite thing intertwine things one like chicken little fish pretending king kong runt pig saying beauty killed beast war worlds scene walt disney company lost touch maybe one also made like watching movie like home cinema however parts fit like original lion king timon pumbaa simba beat scar movie fighting hyenas backstage thers reason pumbaa confident pushed away animals also timon timon timon anybody realise timonns story told whereas pumbaa flashbacksbut apart great
positive,finally released good modesty blaise movie tells story actually tells real story admit bad movie expect action thriller stop track remove expectations notice story comes close original made peter odonnell cover story tell modesty became magnificent person movie attract new fans movie tell real tale things could better forget awful movie magnificent movie fan sit relax enjoy real story cover story make modesty tell story
positive,games stale rightthe jokes done creative genius drove game first two games gone allwrongthe game still intact jokes folks sure rehash monkey island matterthe difficulty well placed somewhere slightly easy ridiculously hard ship fighting subgame badly innappropriate tradition subgames game best joke whole series asked membership card exclusive beach always select need see identification worth price game
negative,decided watch movie id seen carol lombard movie sorry one quite frankly dog  even jimmy stewart charles coburn great actorsthe problem film simple tries put much quickly story young lawyer john manson played stewart marries jane played lombard within hour meeting cliché marry haste repent leisure short story series episodes show couples worsening financial status troubles johns livein mother struggles pay bills johns diminished status office arrival baby son john jnr unexpected causing additional friction home mother couples angst marriage babys sickness worsens thus necessitating heroic flight lone pilot fierce storm bring special serum save child finally john accepted junior partner law firmhow many clichéd situations could writers include maybe mother dying soon much comedy drama lacklustre best dialog painful hear acting four main players adequatethis period end great depression usa coming long downturn  many people experienced events portrayed movieso made sense selznick reaffirm good old home spun american values family relationships heroism perseverance initiative  backdrop average american family better use jimmy stewart carol lombard noted film released early planned  soon usa began get production going coming world war ii hence sort film great booster general public time many would soon join england war many would know hollywood washington formed uneasy alliance warhowever glad saw  piece disguised sociopolitical propaganda ill see lombard films gain better appreciation acting rangeas another reviewer noted see one say seen stewarts movies otherwise bother
negative,unfortunately spoiler review nothing spoil movieeven b mattei never done master piece use job bit humor craziness made fun eurotrash director last years seemed lost itthis film empty nothing wake us deep sleep sink first minno sex bloodits suppose snuffno actors dialogs bad tv filmits even worse last cannibals zombies epicsso rest peace bruno stay minds forever anyway thanks unforgettable gems aszombi robowarrats laltro infernovirus cruel jaws othersso except want see b mattei possessed jess francos spirits new film pass onebut know nice artisans career track old films fun
positive,enjoyed watching well acted movie muchit well actedparticularly actress helen hunt actors steven weber jeff faheyit interesting moviefilled drama suspensefrom beginning endi reccomend everyone take time watch made television movieit excellent great acting
negative,hypothetical situations abound onetime director harry ralston gives us ultimate postapocalyptic glimpse world dead left streets stores throughout landscape sans middle forgotten desert one lone survivor attempting rekindle sanity takes food city bungalow desert alone hopes nobody around left white underwear passion local indian tribe  discovery camera opens new doors breaks barriers human coexistence alan man book left earth unknown disaster thinking alone begins living life way  jeri ryan appears like would dream woods disheveled unhappy find final man alive well like alan anyway try coexist fail get drunk creating ultimate dystopia run redneck raphael played newcomer  dan montgomery jr bonds torn confusion sets couple becomes third wheel battle physically inept nerd vs brainless jock even nobody left planet becomes truth even darkest human nature ariseusing variable film technique ralston gives us mediocre story based loosely another film entitled quiet earth viewing next oddly never gives credit towards borrowed story guess decent job reinterpreting punch seems lacking beginning ralston tries find stride borrowing yet film directors techniques attempt find opens film interestingly enough fails answer direct answers sure final days arrived could concise answer better yet select survived spookier beginning would led us stronger comical film juxtaposition would like shawn dead instead left us feeling like watching madefortv program listening audio commentary respect ralston worked diligently get film made passion nearly sells film could tell interaction cast happy overall final product mistakes ones pointed others ashamed point make decent independent filmmaking sometimes feels cheap ralstons case latteri must admit david arnotts portrayal alan hooked played wimpy school nerd adult role well funny watch listen thus became sympathetic viewer key player keeping film together alas say rest dan montgomerys first film obvious  mean  really really obvious scenes thought cue card come read lines perhaps even giving us realistic performance alas case jeri ryan pulled character near end film culmination entire piece art goes estranged unknown bitter cranky insane girlfriend end confused fell character end giving us glimpse could probably done acting matured even commentary progressed contributed laugh giggle ohhh look color moment beauty may sell tickets one may want consider knowledge beautiful first film harsh overall film felt like missing something though idea strong  premise even peppering people remaining earth evil human nature still exists jealousy killed bacteria bombs maybe consumed zinc race always want ralston surprising director techniques flawed preused know make lowbudget comedy think idea funny different could find laughing many bits found hysterical actors provided level acting needed film lower average film loose meaning elements never quite explained tackled ie anything wings survived overall harmed intensity film comedy could much darker much much funnier thinking roger avery huge element film learn commentary money  essence bank last man get hopes classic avery momentsdont expect ralston  end itgrade
positive,must admit expecting something quite different first viewing cut last night though delighted unexpected australian horror gem true horror fan true come found cut best genre australia ever produced one great parodycomedy films latemy concern mainstream audiences may pick lot comedic elements film overly clever application made laugh every turn trying fit every possible cliche horror genre could certain intended humourhoping intended humourand course gorethe use customised garden shears brilliance besides expected stabs slashes short huge amount variety creativity many violent deaths enough please even skeptics films worththe appearance kylie minogue short appearance molly ringwald another reason see film performances fantastic well simon bossell castle brilliant role jokey technicianall think movie one best horror products last couple years well beautiful satireparody toungueincheek till endloved go see
positive,happy live american small town whenever shown small town states populated kinds monsters among flesh hungry zombies evil aliens sinister ghosts harmless movie former doctor done time accidental killing wife car crash directs steps nearest small town must never life seen flick small towns happens purgatory flats course soon arrives hell breaks loose meets blond chick creatures resembles cow facial expressions brain functioning falls love tiny handicap already married smalltime drug dealer minute gets shot pitifully dead know come watch movie ill tell slightly reminiscent turn oliver stone way artistic properties
negative,like anyone else bought duped pieces extreme gore banned countries whatever says box admit huge gore fan always amazed films lay thick look convincing tom savini rick baker greg cannom best business revolutionized makeup effects today need everything done computer computers compare visual wizardry three men could conjure digresswatching fantastically gory films like fulcis gates hell even savinis crowning achievement friday final chapter appreciate goes making terrifically gory film tell difference reality magici imagine another reason anyone would see cannibal ferox gore ostensibly omnipotent film reason seek film wasting money many reviewers noted gore aftermath see torture bloodshed happens see whatever looks like afterwordsthe gore well much one would hope expect man get castrated women get hanged breasts two scenes one involving scalping nothing really much else film scenes gore even three mentioned still pretty tame comparison hoping maybe sick twisted experience horror gore genre expecting bit call sick twisted reason people watching film first place honestly found bored lot placescannibal ferox another film tries capitalize craze superior film cannibal holocaust exactly great film much better tripe go way buy feel cheated
positive,always felt ms merkerson never gotten role fitting skills familiar millions lt law order seen number theatrical releases always supporting role hbos lackawanna blues changes allows talented actress shine nanny successful entrepreneur world changing segregation integration story really colorful array characters adopted son meet boarding house lackawanna new york suburb buffalothe story could set major africanamerican community atlantas sweet auburn new yorks harlem segregationintegration angle subtle undercurrent colorful lives folks nannys boarding house story revolves around nannys relationships kinds people played best actors business purposely say black actorsthis ensemble stunning array talent happen black except jimmy smits course recommend film fun colorful look bygone day
positive,likely voted best comedy year many coincidences plot holes however talking movie hitman white bread salesman become buddies vagaries come much surprise brosnan excellent role gone wooden james bond role wasted maintain kind quality hope continues make comedies greg kinnear also excellent brosnans straight man read negative comments hope davis thought quite good mousy housewife dark side buried deep within lots good chuckles brosnan sleazes way scenes nearly died laughing father consultant nearly lost julian describes facilitator much like grosse pointe blank another hitman comedy humour dark prepared enjoy
negative,casual listener rolling stones thought might interesting film age someone born looks hippy purist propaganda crap sure film made people active th expected drugs galore th stones disappointed actually showed real life hard work studio much felt working get conclusion god awful film seen directors films suspect follow similar style directing sort amatuerish gave feeling like tv show eurotrash badly directed tackily put together lacking real entertainment value good opinion waste money came free sunday paper
negative,watch original title made tv movie godawful although use far tell almost dialog work acting poor directing ok made tv watch bad copy get hands superb original especially spoiled plot enjoy original much watched first things different original shorter worse actors playing parts fit bill believe could top edward g robinsons performance original want watch seen original even brave watch almost sacrilege
positive,director siegel really impressed film starkly shot graphic without visually graphic wellacted concerned covers taboo issues day workmanlike almost expected normalcy hitherto seen film reviewer know expect sitting watch civil war movie kind softcore peddling eastwood descending school girls south really neither things rather examination exploration descent soul men women dark commentary core civilized one reviewer previously noted none none characters likable films end yet one interesting complex enigmatic eastwood plays cpl mcburney union soldier found young pamelyn ferdinyoull recognize voice soon hear girl school manners headed geraldine page amidst chaos civil war particularly south soon page teacher elizabeth hartman lovely young seductress carol even ferdinamyhave emotionalsexual ties eastwood needs secrets problems eastwood nice man plays girls always trying get sexual advantage unfolding get real interesting things revealed latent lesbianism incest beguiled masterpiece far exceeded expectations every creative front might beexcept invasion body snatchers siegels best film certainly one eastwoods best real performances page always good hartman et al excellent gothic manse set school effectively claustrophobic sexuallaced scenes disturbing happens eastwood leg much competition creepy eerie demented film
positive,anyone lived ages revenge nerds girlpower appreciate film one films delivers everything want spring break movie plus makes fun college film genre funny got cast die amy pohler rachel dratch sophie monk parker posey jane lynch amber tamblyn missi pyle guaranteed make laugh loud writer actor rachel dratch comic genius sophie monk great villain wilson phillips omg repeating live girls like miranda july feel like eating ice cream pretending dumb
positive,arguably finest serial ever madeno argument thus far earthman flash gordon professor zarkov beautiful dale arden traveling rocket ship another universe save planet along way spellbinding spectacular actionpacked chapters flash friends along new found friends prince barin prince thun awesome king vultan pool resources together fight evils armies merciless ming mongo jealous treachery daughter priness auranow car serial cut serials terms plot acting budget miles ahead areas produced universal studios many former sets disposable like laboratory set bride frankenstein opera house phantom opera name production values across board advanced humble opinion costumes worn many strange men women really creative firstrate get hawkmen shark men lion men high priests creatures like dragons octasacks orangapoids tigronsoh myand many many fantastic things believable firstrate special effects way impressive musical score awesome chapter beginnings wellwritten lengthy enough revitalize viewer memories former chapter expertly scored director frederick stephani great job piecing everything together wonderfully creating worthy film alex raymonds phenom comic strip lastly acting pretty good serial often serials either names talent surrounding one two former talents everyone ability get wrong shakespeare troupe means buster crabbe workmanlike likable job flash ably aided jean arden priscella lawson rest cast general two performers standing get two let add another reviewer noted must amazing serial get hayes office see flesh flash jean rogers priscella lawson movies decades later shorts crabbeand unfortunately us professor zarkovfrank shannon wears formfitting pair shorts guys wear girls wearing mid drifts throughout absolutely beautiful jean rogers may limited acting talent blonde bombshell lawson also sultry sensuous beautiful two actors make serial charles middleton ming officious sardonic merciless fun middleton class act jack tiny lipson plays king vultan boisterous rousing hilarious symbol pure joy life every essence hedonism lipson steals every scene plot meanders everywhere flash gordon penultimate serial space opera basis loads science fiction follow excellent
positive,say events hit saw documentary took year come grips devastation one changing station radio channel tv talk towers sick hearing aired tv year day later bawling eyes first time cried since attack highly recommend documentary watching tv years later still crying tragedies fact contains one video shots first plane hitting tower amazing accident look got two brothers make want help
positive,perfect movies rare even favorite films tend flaws rear window looks little stagey times chris elliots character groundhog day work music score best years lives cheesy beginning nights cabiria little slow film perfectly executed start finish script brilliant acting superb around although reese witherspoon sam waterston amazing whole cast shines directing photography inspired music score touching without intrusive like miramax scores manipulative every sad moment truly moving every light moment makes smile truly one best films ever seen wish films like glad reese witherspoon gone stardom film sorry see recent movies much escapist silly serious film real people real feelings real problems brilliant mustsee
negative,one worst movies ever made plot looked intriguing like passenger latter movie somehow worked lot better plot worked worst possible way awful moments movie flight attendant standing opened doorway flying trying close door without sucked mile per hour winds thereafter lands aircraft miles starting feet impossible even pilots thousands hour experience runway perfectly straight course instructed pull flaps huh come flaps ensure lift low speeds runway use thrust reverse engines give maximum power go little mostly big mistakes movie reply would become size english dictionary movie want miss take word
